ID,BILL_SEPT,BILL_AUG,BILL_JULY,BILL_JUNE,BILL_MAY,BILL_APRIL,PAY_SEPT,PAY_AUG,PAY_JULY,PAY_JUNE,PAY_MAY,PAY_APRIL,AGE,SEX,EDUCATION,MARRIAGE,DEFAULT
12417,10401,11770,10957,11480,10851,11365,2000,0,1000,0,1000,0,27,Male,University,Single,Yes
12418,1355,1355,1386,1442,3798,1599,1355,1386,1442,3798,1599,1694,25,Male,University,Single,NO
12419,-11,46501,24458,37778,39124,38585,46512,159,37778,2000,2000,13144,52,Male,High School,Married,NO
12420,41224,45136,48970,52740,56467,60119,4500,4500,4500,4500,4500,4500,29,Female,Graduate School,Single,NO
12421,4007,9933,14557,53328,58052,37435,10021,14576,53850,58332,37616,46591,49,Female,Graduate School,Married,NO
12422,0,11174,0,0,3330,3330,11174,0,0,3330,3330,3330,27,Male,Graduate School,Single,NO
12423,75913,78060,64074,64074,0,0,4501,2562,0,0,0,0,25,Female,University,Single,NO
12424,102884,100388,104529,81319,76549,77433,0,6000,4000,0,4000,2730,25,Female,University,Married,NO
12425,35258,17740,4698,5036,8269,3681,1066,4723,5051,8293,3692,3087,30,Male,High School,Single,NO
12426,8178,3776,3776,3776,4173,4287,1000,3776,3776,4173,1000,5049,26,Female,University,Single,NO
12427,20069,21148,22185,22551,23223,24837,1700,1700,1000,1000,2000,1400,24,Female,University,Single,NO
12428,11409,1222,3308,481,-19,3821,1228,3324,483,0,3840,0,35,Female,University,Single,NO
12429,1314,5133,1667,9737,363,1112,5249,1667,9839,363,1112,1981,33,Female,Graduate School,Married,NO
12430,6407,-6,-3,-3,-3,1040,0,0,0,0,1043,0,42,Male,University,Single,NO
12431,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,24,Male,University,Single,Yes
12432,15603,16842,18556,19247,19935,21098,1500,2000,1000,1000,1500,3000,56,Female,Graduate School,Married,NO
12433,1650,1650,1650,1650,1650,1650,0,0,0,0,0,0,24,Male,University,Single,NO
12434,2695,500,0,0,0,0,505,368,0,0,0,0,35,Male,Graduate School,Married,NO
12435,170,3224,78671,60430,60647,61153,3224,78671,3000,2500,3000,3000,29,Female,Graduate School,Single,NO
12436,7370,3395,1860,2368,3343,5110,3420,1865,2375,3353,5124,9028,28,Female,Graduate School,Single,Yes
12437,11066,15539,17274,19975,23632,25242,5000,2000,3000,4000,2000,0,47,Male,Graduate School,Married,NO
12438,18311,19598,20154,20132,20129,20226,2000,1307,701,717,834,674,23,Male,Graduate School,Single,NO
12439,5256,3290,1140,559,2065,450,3290,1140,559,2065,450,825,33,Female,Graduate School,Single,NO
12440,15592,16643,15557,15526,16273,17001,2000,1400,1000,1000,1000,1000,23,Male,High School,Single,NO
12441,32866,37293,36772,4521,6452,6742,5028,3000,3000,2000,378,3306,49,Male,High School,Married,NO
12442,362816,372284,380257,386847,301231,325831,15325,16000,15000,11000,30000,20004,34,Male,Graduate School,Single,NO
12443,2362,575,360,964,957,176,575,361,978,958,176,310,51,Male,High School,Single,NO
12444,14237,26123,28637,24385,8559,3207,15031,8081,5072,6591,1223,0,34,Male,University,Married,NO
12445,0,0,0,0,0,0,0,0,0,0,0,0,29,Female,Graduate School,Single,Yes
12446,25968,22938,18753,14734,17572,18784,1313,5002,1000,5000,5000,2000,28,Female,University,Married,NO
12447,4473,3273,2473,1473,1473,1473,3273,2473,1473,1473,1473,1473,58,Male,University,Married,NO
12448,95197,87478,89245,90247,91979,94450,4050,4114,3379,3338,4000,5373,28,Female,University,Single,NO
12449,13216,15003,15461,16204,16642,17067,2000,1000,1000,700,700,700,30,Male,Graduate School,Single,NO
12450,20000,0,0,0,0,0,0,0,0,0,0,7287,31,Female,High School,Married,NO
12451,29782,32298,34610,35326,23489,11762,3000,3000,1500,0,1000,500,24,Female,Graduate School,Single,Yes
12452,0,0,4524,8440,10300,0,0,4524,4000,2000,0,0,34,Male,University,Single,Yes
12453,776,0,776,380,1157,768,0,1552,380,1157,783,388,27,Male,Graduate School,Single,NO
12454,52126,52707,47939,29351,28128,27811,2030,0,1014,1001,1020,1142,22,Female,University,Single,Yes
12455,62261,6615,0,0,0,0,6615,0,0,0,0,0,41,Male,Graduate School,Single,NO
12456,0,0,0,0,0,0,0,0,0,0,0,0,28,Female,Graduate School,Single,NO
12457,0,0,0,0,0,0,0,0,0,0,0,0,37,Female,High School,Married,Yes
12458,30235,28246,30395,29962,30360,29899,3000,3000,2468,1700,2500,1046,23,Male,Graduate School,Single,NO
12459,2500,0,0,0,0,0,0,0,0,0,0,0,32,Female,Graduate School,Married,NO
12460,124362,111594,58039,3818,1318,0,5100,2507,1500,2000,0,1333,43,Male,University,Single,NO
12461,13572,10805,8623,8799,8468,8768,1188,3000,176,169,300,1200,36,Female,High School,Married,NO
12462,0,0,1008,0,0,0,0,1008,0,0,0,1114,27,Female,High School,Married,NO
12463,170485,229805,167524,185414,121092,117320,8000,8000,5000,5000,4500,5000,31,Male,High School,Married,NO
12464,76584,85400,17295,8331,2643,6008,21358,86,8372,2656,6038,3325,40,Male,Graduate School,Married,NO
12465,9359,-5,1881,7638,4464,26224,0,1886,7650,1005,23773,1000,25,Female,Graduate School,Single,NO
12466,19131,18447,0,0,0,0,0,0,0,0,0,0,44,Male,High School,Married,Yes
12467,3440,3208,3315,2645,1049,1469,3219,3322,2645,1049,1469,3490,50,Female,University,Married,NO
12468,10094,14870,13329,7275,26804,29362,5300,0,607,20000,3000,0,22,Female,University,Single,NO
12469,71528,69817,70719,39288,40500,41668,0,2131,2000,2000,2000,3000,23,Male,University,Single,NO
12470,126751,129559,132714,135829,138959,140779,4559,5000,5000,5000,3779,4709,36,Female,University,Married,NO
12471,7169,8396,8113,8971,10824,11646,1500,0,1000,2000,1000,1500,27,Female,Graduate School,Single,NO
12472,127253,135822,127930,127762,134010,133548,12207,0,5000,10100,4500,0,30,Male,Graduate School,Single,NO
12473,174297,152251,96399,87026,78137,58332,22000,4000,2000,5000,3000,3000,30,Male,Graduate School,Single,NO
12474,5105,7261,15191,8991,8986,8609,7261,15220,8991,8986,8609,8299,27,Male,Graduate School,Single,NO
12475,124667,201007,144968,134975,136469,139866,145273,5065,5012,5000,5078,5000,28,Male,Graduate School,Married,NO
12476,12876,4420,4508,8064,4520,4476,1905,3632,7100,0,3500,3600,30,Female,Graduate School,Single,NO
12477,305814,315479,328208,320056,326599,337552,15000,20065,12000,12070,17000,12400,46,Female,University,Single,NO
12478,16195,10713,11340,10390,620,10390,10713,11340,10390,620,10390,727,38,Female,Graduate School,Married,NO
12479,13701,14413,15781,15939,16271,16590,1241,1609,717,738,740,789,25,Male,High School,Single,NO
12480,60655,60281,59968,40377,40679,40493,2410,2203,1500,1600,1500,1400,37,Female,University,Married,NO
12481,93039,81169,82800,107986,99627,80610,4500,4100,67606,4100,3100,2861,34,Female,University,Single,NO
12482,41586,44690,43671,49683,48757,49782,3775,0,6768,0,1834,1744,26,Female,High School,Single,Yes
12483,390,390,390,390,390,23269,390,390,390,390,23269,1500,30,Male,Graduate School,Single,NO
12484,2386,3166,2776,2386,3166,2983,3166,2776,7158,3166,2983,2386,28,Female,Graduate School,Single,NO
12485,49169,48960,49864,48481,46946,47958,1840,1744,2001,2000,1800,1706,24,Male,University,Married,NO
12486,16072,17205,17903,18321,19680,18292,1700,1300,700,1643,0,1000,22,Female,University,Single,NO
12487,141886,141771,141129,134295,135962,112870,7000,8000,4100,4200,4300,4500,50,Female,High School,Married,NO
12488,1609,686,3904,686,686,686,1372,3904,686,686,686,686,46,Female,High School,Married,NO
12489,1123,543,153,1495,955,1735,200,0,1495,0,1170,0,36,Male,Graduate School,Married,NO
12490,2772,6675,-3098,11377,0,0,6675,20,50000,0,0,0,44,Female,Graduate School,Married,Yes
12491,7900,8922,9926,9970,10339,11009,1309,1313,357,530,1000,622,34,Female,University,Married,Yes
12492,30119,31240,30311,30270,28958,30974,1900,0,957,7000,4530,0,25,Female,University,Married,NO
12493,2909,3537,4120,3802,3484,3152,1224,1197,269,269,261,227,33,Female,High School,Married,NO
12494,42646,30060,28391,26156,25377,27422,2159,1500,1000,1000,3800,0,33,Male,University,Married,Yes
12495,221626,190440,118163,110728,106426,15300,6530,4200,4938,10000,2420,221000,29,Female,Graduate School,Others,Yes
12496,2467,-368,1465,2282,2397,2470,0,2000,1000,300,300,2000,26,Male,Graduate School,Single,Yes
12497,3610,855,111,411,261,6695,900,0,300,0,6500,0,31,Female,Graduate School,Single,NO
12498,156449,162377,174501,155355,129942,118202,10000,15000,0,10000,0,11000,34,Male,Graduate School,Single,Yes
12499,45600,12404,7857,3181,2430,780,1800,1506,6,2430,780,0,48,Male,High School,Married,NO
12500,188463,179419,165858,159374,158040,159833,6536,6031,20036,5732,5648,6011,29,Female,Graduate School,Single,NO
12501,30175,31289,31678,32255,32890,33595,1900,1200,1400,1300,1400,1400,38,Female,University,Married,NO
12502,-122,22953,3565,19869,26249,1332,23075,3583,19969,26380,1338,0,31,Male,Graduate School,Single,NO
12503,58995,63064,60984,61034,60881,46569,5000,0,500,39,707,0,27,Male,Graduate School,Single,NO
12504,9367,0,0,0,9400,13039,0,0,0,9400,13039,0,46,Female,Graduate School,Married,Yes
12505,168211,139873,142391,145345,148177,139831,5060,4827,4974,4942,4573,4074,43,Male,University,Married,NO
12506,40680,44960,45976,46890,47873,48833,4960,1765,1679,1739,1757,1795,37,Female,University,Married,NO
12507,2072,2654,0,0,0,380,2654,0,0,0,380,0,36,Female,Graduate School,Married,NO
12508,48578,50789,54936,55735,56699,55632,3000,5000,2300,2000,0,2500,24,Female,University,Married,NO
12509,3391,3227,1129,2034,2140,6731,20,802,1705,1806,6427,16,52,Female,Graduate School,Married,Yes
12510,8624,9972,9799,9999,0,0,1500,1000,200,0,0,0,29,Female,University,Married,NO
12511,43583,35245,27520,25928,26470,27077,3100,1723,1100,1111,1200,1130,27,Female,University,Married,NO
12512,41408,40958,39934,8433,6741,7586,2074,1926,0,408,3000,8275,23,Female,University,Single,NO
12513,0,401,3930,3951,0,12555,401,3930,3951,0,12555,0,34,Female,Graduate School,Married,NO
12514,1323,1725,0,0,0,0,1725,0,0,0,0,0,52,Female,Graduate School,Married,NO
12515,89068,83890,77489,46544,48266,49926,4073,5021,3000,3000,3000,2000,29,Female,University,Single,NO
12516,27368,23023,27428,28720,780,0,3000,5000,2000,780,0,0,28,Male,University,Single,Yes
12517,47405,50138,25768,26142,26771,27175,4130,0,1100,1200,1000,1100,50,Female,High School,Single,Yes
12518,0,0,0,0,0,0,0,0,0,0,0,0,32,Female,University,Single,NO
12519,112320,106156,95039,85806,76981,69641,5073,3950,2627,2044,2344,3036,26,Male,Graduate School,Single,Yes
12520,97156,97634,96461,96975,101280,101935,2900,1300,3000,5450,2000,0,27,Female,University,Single,Yes
12521,197272,196700,194403,197746,190198,192015,8600,7700,11100,0,5600,5640,33,Male,Graduate School,Single,Yes
12522,38975,35294,39295,38459,40242,42495,5000,5000,5000,3000,5000,3000,41,Female,University,Single,NO
12523,11492,15791,15806,29542,15484,15046,4500,550,0,1445,0,400,48,Female,University,Married,NO
12524,123705,126429,20650,7751,1630,0,6019,1074,2038,819,0,0,40,Male,Graduate School,Single,NO
12525,4256,5113,4883,5155,5275,0,1081,0,353,375,0,0,23,Male,University,Single,NO
12526,344011,336175,333048,277250,256365,243600,11219,11461,9100,8345,7783,9200,42,Male,High School,Single,Yes
12527,976,5476,10303,11007,11254,5934,4500,5000,1000,5200,1052,4000,42,Female,University,Married,Yes
12528,0,0,0,0,0,0,0,0,0,0,0,0,41,Female,University,Married,NO
12529,13504,13486,14261,7019,7062,7242,1267,1310,232,238,279,122,37,Female,Graduate School,Married,NO
12530,4196,10121,32921,22680,13711,11074,10137,32921,15701,5711,5074,14825,34,Female,Graduate School,Single,NO
12531,13408,97396,92990,93960,96724,91539,97396,4070,3225,4137,3100,2300,24,Female,Graduate School,Single,NO
12532,5100,2940,6050,3100,0,0,2940,6050,3100,0,0,1035,50,Female,University,Single,NO
12533,46191,44808,38605,32455,15865,23753,3800,1500,0,628,10362,786,29,Female,University,Married,NO
12534,2405,390,2476,3055,0,0,390,2476,3059,0,0,0,29,Female,University,Married,NO
12535,140272,115922,105875,97873,90872,72969,6018,6029,3000,3500,3000,3000,34,Female,University,Married,NO
12536,6866,8246,10101,9790,10632,10312,1500,2000,0,1000,0,1000,28,Male,University,Single,NO
12537,6479,1670,4330,8036,1505,974,1670,4330,8040,1505,974,0,24,Female,High School,Married,Yes
12538,51175,47514,23927,20162,19342,18347,2500,2280,2157,0,660,638,23,Male,Graduate School,Single,NO
12539,17952,18894,20296,21704,24086,26414,1500,2000,2000,3000,3000,1000,47,Female,University,Married,NO
12540,632,316,316,316,316,316,0,316,316,316,316,316,49,Female,High School,Married,Yes
12541,109383,106149,44841,45451,46564,47516,5300,1700,1300,1500,1500,1400,37,Male,Graduate School,Single,NO
12542,324016,294976,297386,243558,241765,236413,0,12139,80000,10000,8443,10000,38,Male,Graduate School,Married,Yes
12543,19020,7717,9858,9188,7518,23574,1500,5000,2000,1000,33054,704,29,Female,University,Single,NO
12544,77450,78100,76204,66876,66182,67199,3500,2600,2400,2500,2700,2300,28,Female,High School,Single,NO
12545,11665,12405,13355,13622,11550,11713,1232,1182,449,565,504,233,39,Male,University,Married,NO
12546,4639,1825,973,-110,-110,-110,1838,976,110,0,0,0,49,Male,University,Married,NO
12547,20249,44731,43712,52966,51988,56117,25000,0,10000,0,5000,3150,27,Male,University,Single,NO
12548,7311,5590,1066,2404,1338,19082,0,1066,2404,0,19082,4421,38,Male,Graduate School,Single,NO
12549,2164,165,165,0,4841,95,165,165,0,4841,95,531,33,Male,University,Single,NO
12550,0,0,0,0,0,0,0,0,0,0,0,313,26,Male,Graduate School,Single,NO
12551,1309,0,4582,0,0,2191,0,4582,0,0,2191,4825,53,Male,Graduate School,Single,Yes
12552,17949,9863,6942,2779,2497,2830,9863,6955,2517,2497,2830,10809,29,Female,Graduate School,Single,NO
12553,71255,71338,71267,69813,71324,71268,2800,2800,2900,2800,2800,2990,42,Male,Graduate School,Married,Yes
12554,509,511,4451,4104,8993,5382,511,4451,82,5161,108,0,27,Female,University,Single,Yes
12555,49103,44351,38726,28598,29277,27310,1800,2128,1000,1100,1000,999,23,Female,University,Married,NO
12556,150311,138240,138887,144170,149970,145262,5500,3400,5883,5800,2905,2799,30,Female,Graduate School,Single,Yes
12557,0,0,289,0,0,0,0,289,0,0,0,0,21,Female,University,Married,Yes
12558,16841,17676,18804,19037,20137,20160,1642,2000,1000,1730,587,208,23,Female,Graduate School,Single,NO
12559,85305,86152,56250,57603,19336,18964,4000,2257,2000,2000,700,600,29,Female,Others,Married,NO
12560,179063,159466,162739,163555,166452,168398,5000,5100,5000,6000,4500,20000,31,Male,Graduate School,Married,NO
12561,1676,3122,2991,390,1211,390,4595,2991,0,1211,390,1112,25,Female,High School,Single,NO
12562,119796,117229,239224,91231,90184,90072,4700,5590,4000,3600,3700,32696,52,Female,University,Single,NO
12563,384,2197,186,0,173,0,2197,186,0,173,0,433,37,Female,High School,Married,Yes
12564,11158,1616,3658,658,662,0,1000,2700,658,662,0,0,31,Female,Graduate School,Single,NO
12565,41008,42351,43146,44227,45062,46012,2005,1800,1800,1700,1700,1800,29,Male,University,Single,Yes
12566,79172,61300,0,0,0,0,2500,0,0,0,0,0,24,Male,High School,Married,NO
12567,4841,6750,7559,5198,5198,5198,2000,1000,2200,0,0,0,25,Male,University,Single,NO
12568,116778,59731,89742,116067,97725,76466,60367,100483,116567,50156,10383,316,30,Male,University,Married,NO
12569,0,0,0,0,0,0,0,0,0,0,0,0,40,Female,Graduate School,Single,Yes
12570,130558,131939,100513,35288,34359,33488,5311,2502,1512,1612,2000,1000,49,Male,University,Married,NO
12571,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,1026,27,Female,Graduate School,Single,NO
12572,1168,698,2371,4524,299,395,698,2371,4524,299,395,0,32,Female,University,Single,NO
12573,11550,11368,138,1022,316,450,1000,200,1200,600,600,600,26,Male,Graduate School,Single,NO
12574,32,-358,-748,1690,1138,930,0,0,2828,0,182,0,49,Female,High School,Married,Yes
12575,14433,15157,8564,1495,5977,1211,2394,8606,1502,6006,4217,2228,28,Male,Graduate School,Single,NO
12576,124722,77682,77870,19353,8966,14300,3645,2322,387,1000,14300,2900,24,Female,Graduate School,Single,NO
12577,49081,50074,48610,17857,18369,19011,2063,0,800,800,1000,1000,25,Female,University,Single,Yes
12578,16407,17433,18444,18810,19218,21385,1296,1307,673,711,2500,793,44,Female,University,Married,NO
12579,22981,97007,32109,56370,36918,35017,97345,32189,56436,36918,35017,23547,56,Male,Graduate School,Married,NO
12580,49981,45803,43838,25588,24648,23773,2200,2000,3000,2000,2657,85500,33,Male,Graduate School,Single,NO
12581,7786,8512,9290,9480,388,10000,1000,1000,190,388,10000,0,25,Male,University,Single,NO
12582,40892,42416,43367,44344,45486,50520,2500,3000,2000,1856,6000,2000,39,Female,High School,Married,NO
12583,326,1152,826,22662,38211,19671,1152,0,22662,38211,19671,12245,31,Female,University,Single,NO
12584,25158,18473,7506,4790,6388,5816,5000,1508,4790,6388,6046,17806,40,Female,University,Married,NO
12585,0,372,-7,3298,455,-325,372,0,3305,455,0,0,40,Female,University,Single,NO
12586,5158,5514,14199,1537,1537,5517,5514,14220,1537,1537,5517,550,40,Female,Graduate School,Single,NO
12587,250180,141206,64277,32727,13004,0,4428,2017,305,1240,0,0,41,Female,Graduate School,Married,NO
12588,6743,9060,8768,9465,10212,10198,2600,0,1000,900,300,0,27,Male,University,Single,Yes
12589,33382,34547,35100,32859,32041,31262,2000,1500,0,1112,1175,2200,44,Female,High School,Married,Yes
12590,3724,5782,24653,25831,27483,28085,5600,20000,2500,3000,2000,1500,26,Female,University,Single,NO
12591,1719,1732,1250,175,175,175,1000,1250,175,175,175,175,44,Female,University,Married,NO
12592,4339,1695,17106,9600,2052,3829,1815,17106,9600,2052,3829,3400,37,Male,University,Married,NO
12593,70084,71379,69264,26547,24173,24620,3000,0,0,2000,1000,1000,27,Female,University,Married,Yes
12594,696,696,696,696,696,696,696,696,696,696,696,380,47,Female,High School,Single,Yes
12595,12781,9994,10704,9201,6275,2678,2000,4000,1000,1000,1000,1000,41,Male,University,Married,NO
12596,14095,15117,16130,16462,16808,17140,1255,1268,600,611,612,1000,38,Male,High School,Single,NO
12597,52775,52687,53403,56028,57996,59839,3000,3000,5000,3000,3000,2000,49,Female,High School,Married,NO
12598,696,1392,696,696,873,1392,1392,0,696,873,1392,696,30,Female,University,Married,Yes
12599,9033,8136,8339,8730,9386,3014,0,1000,1000,1300,0,1000,38,Female,University,Married,NO
12600,40441,38497,39552,40393,41243,42157,2000,2000,1500,1500,1600,1600,38,Male,High School,Married,NO
12601,42067,45127,44106,44839,47634,46718,4055,0,1767,3683,0,1817,55,Male,High School,Married,NO
12602,39295,38490,38224,37764,38029,32179,1786,1890,2000,1104,948,337,41,Male,University,Others,NO
12603,54428,25085,25282,21858,19171,8443,2002,1819,509,539,2000,1000,23,Female,University,Single,NO
12604,98482,89958,78533,75568,63637,50711,3517,2700,19782,2063,3000,1400,46,Male,Graduate School,Married,Yes
12605,8846,8560,9706,10406,10109,10057,0,1300,1000,0,1000,1000,22,Female,High School,Single,NO
12606,4262,11674,6281,7920,8472,8735,7662,1269,1908,1000,727,0,29,Male,High School,Single,NO
12607,2927,831,1226,330,0,0,831,1226,330,0,0,0,27,Male,Graduate School,Single,Yes
12608,9730,9067,9816,9889,8765,9136,1500,1091,1000,1000,1000,2000,29,Female,University,Single,NO
12609,390,0,780,0,0,0,0,780,0,0,0,0,30,Male,University,Married,Yes
12610,47927,50421,17637,17680,18091,18750,4090,0,633,696,1000,1000,54,Female,Graduate School,Married,Yes
12611,4945,6157,7172,8048,8318,8679,1300,1124,1000,400,500,200,36,Female,High School,Single,NO
12612,75345,77112,78707,38084,38910,39691,4419,4000,2000,2000,2000,3232,36,Male,University,Single,NO
12613,37486,35996,36679,16707,17057,17423,1800,2021,650,619,650,1000,47,Male,University,Single,NO
12614,4007,3201,14509,21168,14501,8726,3201,14509,21168,0,1528,6970,27,Male,Graduate School,Single,NO
12615,398763,396324,355438,317549,290182,292602,17016,14102,11100,11005,11102,9060,39,Female,University,Single,NO
12616,12322,25851,35691,-24303,38674,30784,13871,74000,882,124264,14692,8640,34,Female,Graduate School,Married,Yes
12617,18055,2059,2576,1834,1092,942,1100,1500,200,200,942,19840,23,Male,Graduate School,Single,NO
12618,80235,81960,79121,59165,60084,59920,3626,3862,2056,2200,2130,2213,24,Female,High School,Single,NO
12619,5219,0,5200,1561,1633,230,0,5200,0,72,460,4487,38,Female,University,Single,NO
12620,25594,21485,22320,23933,22742,2500,0,1300,5000,945,1850,1060,41,Female,University,Married,Yes
12621,743,0,16474,4650,2359,0,0,16474,4650,2359,0,1977,37,Female,Others,Married,NO
12622,190919,191785,164602,136569,139522,132239,7214,6264,10000,5028,5000,5000,30,Female,High School,Married,NO
12623,135419,138547,148175,149758,147262,156808,6800,13500,5500,0,12000,0,37,Female,University,Married,Yes
12624,1200,0,0,0,0,0,0,0,0,0,0,4634,47,Male,High School,Married,NO
12625,64195,66163,67856,38803,40259,41541,3000,3000,2308,3000,3000,1800,27,Female,University,Single,NO
12626,118267,103114,85698,64423,49432,34814,3263,5114,1613,1402,3055,7043,26,Female,Graduate School,Single,NO
12627,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,55,Male,High School,Married,NO
12628,0,0,2500,2500,0,0,0,5000,0,0,0,0,32,Female,University,Single,Yes
12629,112953,225099,221798,111960,111636,111733,12500,0,4400,4218,4323,4550,28,Female,Graduate School,Single,NO
12630,6672,8405,8869,8901,9838,6771,2000,800,240,1000,771,1100,36,Male,University,Single,NO
12631,64561,47041,25439,26140,28833,28459,2176,1299,1000,3000,981,2000,27,Female,University,Single,NO
12632,34580,15924,18124,28644,18656,15952,1300,2500,1000,1688,1000,1000,28,Female,University,Others,NO
12633,14745,9318,4794,7819,332,16516,9318,5343,7819,332,16516,5000,27,Female,University,Single,NO
12634,10618,12135,16878,19624,20036,18309,2000,5000,3000,689,1000,2000,54,Male,Graduate School,Married,NO
12635,5157,77667,94159,95209,97952,202991,77677,20000,3500,4371,107500,0,49,Male,University,Married,NO
12636,252916,251830,245429,186620,193003,191867,9011,8146,6000,13003,11867,17186,53,Female,Graduate School,Married,NO
12637,0,0,51400,11330,12144,12938,0,51400,11330,1000,1000,1519,24,Female,University,Single,NO
12638,525,1022,897,897,319,2757,1100,1000,0,0,2800,5400,48,Male,Graduate School,Others,Yes
12639,2158,-2,-2,5823,2900,42128,0,0,5825,2915,42338,2419,31,Male,Graduate School,Single,Yes
12640,505128,500867,489856,356583,289398,274590,19295,18694,12271,9699,9420,8818,41,Male,Graduate School,Married,NO
12641,16793,18215,18679,16264,17119,10550,1700,1150,467,1000,1200,400,24,Male,University,Single,NO
12642,0,0,167,80644,146651,55776,0,167,80677,0,2500,28,24,Female,University,Single,NO
12643,43694,33357,44167,19806,22231,6852,15284,20087,5093,10000,6876,0,30,Female,University,Single,NO
12644,0,0,0,0,0,0,0,0,0,0,0,0,27,Male,Graduate School,Single,NO
12645,49307,48214,27572,26810,20541,19234,1500,1300,1505,1000,1000,2000,33,Female,University,Married,Yes
12646,228863,227814,218694,191956,191741,176784,8862,8933,6956,7845,6784,7471,27,Female,University,Married,NO
12647,453,16577,40489,39744,26765,2837,16783,40496,1075,2133,2851,85327,31,Male,High School,Single,NO
12648,212617,207478,211850,209651,214520,213520,7297,7584,7416,8000,7639,7312,40,Female,Graduate School,Married,NO
12649,0,0,0,0,0,0,0,0,0,0,0,0,40,Female,University,Married,NO
12650,0,0,530,26530,26574,26289,0,530,26000,951,943,970,32,Female,University,Married,NO
12651,105587,105478,100026,86265,67539,53676,3627,3059,2670,2331,2406,1645,38,Female,Graduate School,Married,NO
12652,230014,219207,215223,216261,217537,216014,8411,8600,7000,7300,7000,6000,24,Female,University,Single,NO
12653,47919,30820,28503,6810,-3,-3,2000,1000,1039,12920,0,0,29,Male,High School,Single,NO
12654,91524,94123,95336,97645,92109,79795,5000,4000,7172,4000,2500,3000,61,Male,Graduate School,Married,NO
12655,110704,55885,56779,56580,57509,58715,2056,2100,2100,2076,2400,2100,33,Female,High School,Single,NO
12656,86342,84103,86179,91608,86705,90208,0,3500,6800,0,5100,105000,24,Female,Graduate School,Single,Yes
12657,58875,0,72772,39980,40126,39788,0,72772,1400,1500,1500,1600,34,Male,University,Others,NO
12658,118801,99370,84836,82168,80299,77324,3530,3019,2818,3000,3199,2350,38,Male,University,Married,NO
12659,6769,12656,5570,2285,0,0,12660,5570,2285,0,0,0,34,Female,University,Single,NO
12660,4890,4157,14342,11411,3006,13268,4164,14371,11411,3006,13336,0,38,Male,Graduate School,Married,NO
12661,0,0,0,0,0,0,0,0,0,0,0,0,49,Female,University,Married,NO
12662,38220,33962,31297,27679,7689,8802,3000,1000,730,2015,1000,2000,27,Male,University,Single,NO
12663,50748,48626,20712,17834,18248,19390,1500,1200,2500,618,4000,3000,38,Male,University,Married,NO
12664,6302,6390,0,1170,9956,9992,1000,1600,1170,9956,282,91,28,Male,High School,Single,Yes
12665,48984,49878,47024,29194,27146,28506,2000,1500,2000,2000,2000,1500,45,Female,Others,Married,NO
12666,0,0,12888,2075,0,0,0,12888,2075,0,0,5051,39,Female,University,Married,NO
12667,91170,55588,14037,20356,90159,79053,55974,14079,20417,90180,79176,34790,39,Female,University,Married,NO
12668,24547,48302,4549,3085,7300,6583,4519,9098,3085,7300,6583,5060,37,Female,Graduate School,Married,Yes
12669,0,0,0,0,0,0,0,0,0,0,0,0,42,Male,Graduate School,Single,Yes
12670,0,0,0,0,0,0,0,0,0,0,0,0,55,Male,High School,Married,NO
12671,151761,149060,151308,152576,152368,142030,5752,6308,16644,12381,9320,5977,25,Female,University,Single,NO
12672,0,23040,28266,43296,44307,43550,23040,8000,20000,1669,1549,15000,26,Female,Graduate School,Single,NO
12673,254679,179510,212496,51953,74870,-2313,10000,205004,52000,74896,500,110124,35,Male,Others,Married,NO
12674,289358,296219,300873,294527,308523,318274,13000,11000,0,19000,15000,0,42,Female,University,Married,Yes
12675,1383,1383,4149,2766,1383,1383,1383,4149,0,0,1383,5419,30,Female,University,Single,NO
12676,0,2946,390,390,390,780,4419,390,390,390,780,0,23,Female,University,Single,NO
12677,25469,26663,28509,27381,29054,28052,2000,3000,0,2500,0,1500,36,Male,High School,Married,Yes
12678,18280,19468,20986,23783,25548,21811,1482,2000,3000,3000,1500,2000,25,Female,University,Single,NO
12679,49913,50588,50245,19424,19829,20386,2077,1311,689,712,879,799,48,Male,University,Married,NO
12680,38484,43489,48194,32264,25579,0,8000,5175,3000,10000,0,0,35,Female,Graduate School,Married,NO
12681,980,2980,3438,2102,38,0,2000,3438,50,38,0,0,26,Female,Graduate School,Single,NO
12682,78265,79364,73622,75092,75976,77511,3070,2623,2644,2743,2783,2909,29,Male,University,Married,Yes
12683,8247,16463,7090,10000,18438,17068,16463,1314,10000,18438,733,11796,41,Female,University,Others,NO
12684,47132,27179,13457,-387,-387,-387,1917,1000,0,0,0,0,33,Female,University,Single,NO
12685,30552,29342,30544,30477,2609,1359,2500,2500,780,1100,400,918,30,Female,Graduate School,Single,NO
12686,82399,89003,90160,87817,89746,98655,7931,3500,0,3499,10648,0,52,Male,University,Married,NO
12687,103203,108032,109741,112907,115924,118832,6500,5000,5000,5000,5000,5000,28,Female,University,Single,NO
12688,11924,0,4477,2682,29011,4000,0,4477,2682,29011,4000,5459,27,Male,Graduate School,Single,NO
12689,957,738,356,356,4616,728,356,0,356,4616,728,449,29,Female,High School,Single,NO
